"","line","movie"
"2149","                    RUBEN (CONT'D)","Sound of Metal"
"2150","          By the way she's still my","Sound of Metal"
"2151","          girlfriend.","Sound of Metal"
"2152","Joe raises his eyebrows.","Sound of Metal"
"2153","                    RUBEN (CONT'D)","Sound of Metal"
"2154","          You said I lost my girlfriend.","Sound of Metal"
"2155","          She's still my girlfriend.","Sound of Metal"
"2156","","Sound of Metal"
"2157","EXT. JOE'S HOUSE - EVENING","Sound of Metal"
"2158","Ruben smokes by himself. Jenn and Jeremy walk over. Jeremy","Sound of Metal"
"2159","signs something to Ruben. Jenn types in the tablet: JOE WANTS","Sound of Metal"
"2160","HIM TO DANCE FOR THE KIDS END OF SCHOOL THING. HE WANTS TO","Sound of Metal"
"2161","KNOW YOU IF YOU’LL PLAY DRUMS WITH HIM. Ruben looks at","Sound of Metal"
"2162","Jeremy. Jenn types. HE’S A DANCER. Ruben motions for the","Sound of Metal"
"2163","tablet, types. DID JOE ASK YOU TO ASK ME? Jeremy reads and","Sound of Metal"
"2164","looks at Ruben.","Sound of Metal"
"2165","                                                                54.","Sound of Metal"
"2166","","Sound of Metal"
"2167","                    RUBEN","Sound of Metal"
"2168","          Thought so.","Sound of Metal"
"2169","He stares at Jeremy somewhat intensely.","Sound of Metal"
"2170","                    RUBEN (CONT'D)","Sound of Metal"
"2171","          Sorry bro. Not for me.","Sound of Metal"
"2172","Jeremy is surprised at the rejection and the sudden mood","Sound of Metal"
"2173","flair. He looks at Jenn, she’s also surprised.","Sound of Metal"
"2174","                    JEREMY (ASL - SUBTITLED)","Sound of Metal"
"2175","               (To Jenn)","Sound of Metal"
"2176","          Cool. Okay.","Sound of Metal"
"2177","                    RUBEN","Sound of Metal"
"2178","          Cool.","Sound of Metal"
"2179","","Sound of Metal"
"2180","INT. JOE’S HOUSE - MORNING","Sound of Metal"
"2181","Ruben walks into the kitchen and finds a donut sitting on a","Sound of Metal"
"2182","plate and hot pot of coffee ready in the coffee maker.","Sound of Metal"
"2183","","Sound of Metal"
"2184","INT. JOE’S STUDY - LATER","Sound of Metal"
"2185","Carrying his coffee, his donut in his mouth, Ruben peers thru","Sound of Metal"
"2186","an open door into a very empty room with a desk, a chair and","Sound of Metal"
"2187","a couple nice, large windows... He looks at the room","Sound of Metal"
"2188","suspiciously. He enters and closes the door. He sees a pen","Sound of Metal"
"2189","and a notebook waiting for him. He puts his coffee down,","Sound of Metal"
"2190","sits. He takes a sip as he looks out the window... He","Sound of Metal"
"2191","scratches at his jeans... his hand and body restless... Now","Sound of Metal"
"2192","he hits the pen against the desk over and over again... he","Sound of Metal"
"2193","gets up, feeling like a true moron for being there at all...","Sound of Metal"
"2194","","Sound of Metal"
"2195","INT. SCHOOL FOR THE DEAF - GYM - DAY","Sound of Metal"
"2196","Parents and students are seated. Ruben sits next to Jenn and","Sound of Metal"
"2197","looks on as Jeremy turns a song on full volume, holds the","Sound of Metal"
"2198","stereo to feel the rhythm and then dances. Ruben is impressed","Sound of Metal"
"2199","by Jeremy's dance, feels ashamed for not drumming with him.","Sound of Metal"
"2200","He looks over and sees Michael flopping around while Diane","Sound of Metal"
"2201","tries to get him settled. Ruben signals to Diane that he can","Sound of Metal"
"2202","take him outside. Diane gets Michael's attention and points","Sound of Metal"
"2203","to Ruben. Ruben signals for him to follow him.","Sound of Metal"
"2204","                                                                55.","Sound of Metal"
"2205","","Sound of Metal"
"2206","EXT. SCHOOL FOR THE DEAF, PLAYGROUND - DAY","Sound of Metal"
"2207","Ruben and Michael exit the school. Michael runs ahead to the","Sound of Metal"
"2208","slide. Ruben walks up to him at the top of the slide, signals","Sound of Metal"
"2209","to Michael the symbol for ""phone"".","Sound of Metal"
"2210","                    RUBEN","Sound of Metal"
"2211","          You have a phone dude?","Sound of Metal"
"2212","Michael nods, surprised to be useful. He takes out his phone.","Sound of Metal"
"2213","                    RUBEN (CONT'D)","Sound of Metal"
"2214","          Is it locked?","Sound of Metal"
"2215","Michael doesn't understand. Ruben gestures for the phone.","Sound of Metal"
"2216","It's locked. He shows it Michael. Michael unlocks it. Ruben","Sound of Metal"
"2217","sits on the bottom of the slide and quickly opens up a web","Sound of Metal"
"2218","page, loads his e-mail, nothing from Lou. He erases the web","Sound of Metal"
"2219","page, lowers the phone. He turns around to see Michael's face","Sound of Metal"
"2220","looking down at him from the top. Ruben turns around, sits on","Sound of Metal"
"2221","the ground and begins tapping on the metal... We HEAR from","Sound of Metal"
"2222","his POV... Michael smiles up at him feeling the vibrations...","Sound of Metal"
"2223","Ruben takes out his other hand and starts tapping a simple","Sound of Metal"
"2224","beat. Michael’s eyes go way wide and he laughs... Ruben keeps","Sound of Metal"
"2225","the beat up but begins to increase the speed and complexity","Sound of Metal"
"2226","of it... Michael is in heaven as he feels the beat vibrating","Sound of Metal"
"2227","inside of his head. Ruben watches him as he drums on the","Sound of Metal"
"2228","slide... Michael closes his eyes in a rare moment of calm...","Sound of Metal"
"2229","The metallic beat continues, echoing out over the school","Sound of Metal"
"2230","campus... as...","Sound of Metal"
"2231","","Sound of Metal"
"2232","BEGIN MONTAGE:","Sound of Metal"
"2233","","Sound of Metal"
"2234","EXT. SCHOOL FOR THE DEAF - DAY","Sound of Metal"
"2235","Ruben, Diane and the children walk through the fields around","Sound of Metal"
"2236","the school. We see Ruben is signing now with the Deaf","Sound of Metal"
"2237","children. The children chase Ruben joyfully until he lets","Sound of Metal"
"2238","himself be tackled and wrestled to the ground.","Sound of Metal"
"2239","","Sound of Metal"
"2240","INT. JOE'S HOUSE, STUDY - MORNING","Sound of Metal"
"2241","Vibrations in the coffee as Ruben writes feverishly...","Sound of Metal"
"2242","","Sound of Metal"
"2243","INT. SCHOOL FOR THE DEAF - DAY","Sound of Metal"
"2244","Ruben plays an ASL game with a kid in the class. He's","Sound of Metal"
"2245","learning.","Sound of Metal"
"2246","                                                                56.","Sound of Metal"
"2247","","Sound of Metal"
"2248","EXT. SCHOOL FOR THE DEAF - DAY","Sound of Metal"
"2249","Ruben and Diane take the children hiking.","Sound of Metal"
"2250","","Sound of Metal"
"2251","I/E TRUCK, JOE'S HOUSE - DAY","Sound of Metal"
"2252","Ruben sits in the back of the truck with other addict adults","Sound of Metal"
"2253","from the community... Ruben looks out at forest passing him","Sound of Metal"
"2254","by... his eyes have calmed somehow and the silence is no","Sound of Metal"
"2255","longer oppressive to him...","Sound of Metal"
"2256","","Sound of Metal"
"2257","EXT. JOE'S HOUSE, PORCH - DAY","Sound of Metal"
"2258","Ruben sits around the dinner table, now comfortable in ASL.","Sound of Metal"
"2259","He laughs and signs and eats.","Sound of Metal"
"2260","","Sound of Metal"
"2261","EXT. PORCH - LATER","Sound of Metal"
"2262","At the table, Ruben draws a picture of a sexy, nude, woman...","Sound of Metal"
"2263","Jenn is watching... he gets to the crotch area and looks at","Sound of Metal"
"2264","Jenn.","Sound of Metal"
"2265","                    JENN (ASL - SUBTITLED)","Sound of Metal"
"2266","          What? She’s hot.","Sound of Metal"
"2267","Ruben mimics like he’s drawing on the crotch.","Sound of Metal"
"2268","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2269","          What are we talking?","Sound of Metal"
"2270","                    |JENN (ASL - SUBTITLED)","Sound of Metal"
"2271","               (Nodding)","Sound of Metal"
"2272","          Bush? Yeah bush, definitely.","Sound of Metal"
"2273","Ruben nods in an inspired “Oh, okay” manner. Jenn nods. Ruben","Sound of Metal"
"2274","goes back to the drawing and starts in on the bush. Jenn taps","Sound of Metal"
"2275","his shoulder.","Sound of Metal"
"2276","                    JENN (ASL - SUBTITLED)","Sound of Metal"
"2277","          Little bit. Not crazy.","Sound of Metal"
"2278","Ruben grins, nodding in approval.","Sound of Metal"
"2279","                     RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2280","          Name?","Sound of Metal"
"2281","Jenn suddenly gets very serious... Thinks... Ruben looks at","Sound of Metal"
"2282","her... “No”, she shakes her head rigidly. Ruben looks for a","Sound of Metal"
"2283","beat more at Jenn’s face... some untold story... untold love.","Sound of Metal"
"2284","                                                               57.","Sound of Metal"
"2285","","Sound of Metal"
"2286","                    RUBEN (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2287","          Where do you want it?","Sound of Metal"
"2288","Jenn points to the back of her shoulder.","Sound of Metal"
"2289","","Sound of Metal"
"2290","INT. JOE’S STUDY - MORNING","Sound of Metal"
"2291","Ruben closes the door of the writing room, sets his coffee","Sound of Metal"
"2292","down on the table... sits in the chair. He looks at his","Sound of Metal"
"2293","notebook but he doesn’t open it. He picks up his coffee and","Sound of Metal"
"2294","takes a sip. He looks out of the window... and he sits...","Sound of Metal"
"2295","Ruben just sits...","Sound of Metal"
"2296","","Sound of Metal"
"2297","INT. SCHOOL FOR THE DEAF, GYM - DAY","Sound of Metal"
"2298","In the middle of the wooden floor of the gym, Ruben finishes","Sound of Metal"
"2299","assembling his drum kit. He walks to the stool, sits, picks","Sound of Metal"
"2300","up his sticks. He hits the bass drum once. It's an odd","Sound of Metal"
"2301","feeling to be behind the kit again. He can only feel the","Sound of Metal"
"2302","vibration of the sound. Then he launches into a funk beat","Sound of Metal"
"2303","that he doesn't hear.","Sound of Metal"
"2304","Portraits of children, feeling the sounds through colored","Sound of Metal"
"2305","balloons. Diane too.","Sound of Metal"
"2306","Now from behind Ruben we see all the kids holding their","Sound of Metal"
"2307","balloons. And we hear the full sound of Ruben's drums.","Sound of Metal"
"2308","Afterwards he shows Michael the kit.","Sound of Metal"
"2309","","Sound of Metal"
"2310","INT. SCHOOL BASEMENT - NIGHT","Sound of Metal"
"2311","Close up on Jenn’s face. A moment of rawness.","Sound of Metal"
"2312","                    JOE (ASL - SUBTITLED)","Sound of Metal"
"2313","          Everyone should congratulate Jenn","Sound of Metal"
"2314","          on reaching the end of her stay at","Sound of Metal"
"2315","          the house. Is it frightening to","Sound of Metal"
"2316","          think of leaving?","Sound of Metal"
"2317","Jenn shrugs, trying to maintain her tough composure.","Sound of Metal"
"2318","                    JOE (CONT'D)","Sound of Metal"
"2319","          Where will you stay?","Sound of Metal"
"2320","Jenn gulps...","Sound of Metal"
"2321","                    JENN (ASL - SUBTITLED)","Sound of Metal"
"2322","          Probably land with my parents I","Sound of Metal"
"2323","          guess...","Sound of Metal"
"2324","                                                               58.","Sound of Metal"
"2325","","Sound of Metal"
"2326","Jenn’s face is blotchy with fear... she speaks to try to get","Sound of Metal"
"2327","out of the emotion.","Sound of Metal"
"2328","                      JENN (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2329","            A middle aged deaf, dyke, addict,","Sound of Metal"
"2330","            living with her parents. That’s","Sound of Metal"
"2331","            pretty hot.","Sound of Metal"
"2332","Ruben can’t follow what’s being said but he sees Jenn’s face","Sound of Metal"
"2333","and he gets it.","Sound of Metal"
"2334","                      JOE (ASL - SUBTITLED)","Sound of Metal"
"2335","            Do you think that environment at","Sound of Metal"
"2336","            your parents is going to be","Sound of Metal"
"2337","            conducive to your stability and","Sound of Metal"
"2338","            happiness Jenn?","Sound of Metal"
"2339","Jenn shrugs... she is overwhelmed with fear... she tries to","Sound of Metal"
"2340","hold it together...","Sound of Metal"
"2341","","Sound of Metal"
"2342","EXT. JOE'S HOUSE PORCH - DAY","Sound of Metal"
"2343","Ruben reads on the porch. Joe approaches.","Sound of Metal"
"2344","                      JOE (ASL - SPOKEN)","Sound of Metal"
"2345","            How are you doing Ruben?","Sound of Metal"
"2346","Ruben nods...","Sound of Metal"
"2347","                      RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2348","            Okay.","Sound of Metal"
"2349","Joe sits.","Sound of Metal"
"2350","                      JOE (ASL - SPOKEN)","Sound of Metal"
"2351","            I know you and Jenn are close. Can","Sound of Metal"
"2352","            be tough when it's time for folks","Sound of Metal"
"2353","            to move on.","Sound of Metal"
"2354","Joe looks at Ruben. Ruben scratches his head anxiously.","Sound of Metal"
"2355","                      JOE (ASL - SPOKEN) (CONT'D)","Sound of Metal"
"2356","            You have become important to many","Sound of Metal"
"2357","            people around here Ruben.","Sound of Metal"
"2358","Ruben shrugs.","Sound of Metal"
"2359","                      JOE (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2360","            How are you feeling?","Sound of Metal"
"2361","                      RUBEN","Sound of Metal"
"2362","                 (Fidgeting)","Sound of Metal"
"2363","            Um... Okay.","Sound of Metal"
"2364","                                                              59.","Sound of Metal"
"2365","","Sound of Metal"
"2366","Joe studies him...","Sound of Metal"
"2367","                    JOE (ASL - SPOKEN)","Sound of Metal"
"2368","          So Ruben. I'd like to offer you a","Sound of Metal"
"2369","          way to continue on here with us...","Sound of Metal"
"2370","Joe nods at Ruben trying to gauge Ruben’s feeling... Ruben","Sound of Metal"
"2371","nods conservatively.","Sound of Metal"
"2372","                    JOE (ASL - SPOKEN) (CONT'D)","Sound of Metal"
"2373","          I imagine that you’re probably","Sound of Metal"
"2374","          beginning to think about the future","Sound of Metal"
"2375","          a little. Right?","Sound of Metal"
"2376","Ruben repeats the sign for future.","Sound of Metal"
"2377","                     RUBEN","Sound of Metal"
"2378","          Future?","Sound of Metal"
"2379","                    JOE (ASL - SPOKEN)","Sound of Metal"
"2380","          Yes future.","Sound of Metal"
"2381","Ruben shrugs, looking increasingly uncomfortable... He","Sound of Metal"
"2382","continues to read from the computer screen.","Sound of Metal"
"2383","                    JOE (ASL - SPOKEN) (CONT'D)","Sound of Metal"
"2384","          I do think there’s a way that you","Sound of Metal"
"2385","          could stay and work here if you’d","Sound of Metal"
"2386","          like to. Maybe helping me","Sound of Metal"
"2387","          with my program, maybe working at","Sound of Metal"
"2388","          the school with the kids... Maybe","Sound of Metal"
"2389","          both.","Sound of Metal"
"2390","Ruben nods and Joe nods back with a confident smile.","Sound of Metal"
"2391","                    JOE (ASL - SPOKEN) (CONT'D)","Sound of Metal"
"2392","          Anyway, you think about it okay?","Sound of Metal"
"2393","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2394","          Okay thank you...","Sound of Metal"
"2395","Joe gives him a slap on the knee before walking away. Ruben","Sound of Metal"
"2396","lights a cigarette and as he sits, his anxiety builds... an","Sound of Metal"
"2397","old familiar rumbling.","Sound of Metal"
"2398","","Sound of Metal"
"2399","EXT. JOE'S HOUSE - MOMENTS LATER","Sound of Metal"
"2400","Ruben jogs up the stairs of to Joe's office.","Sound of Metal"
"2401","                                                                60.","Sound of Metal"
"2402","","Sound of Metal"
"2403","INT. JOE'S OFFICE - DAY","Sound of Metal"
"2404","Ruben clicks on a video link someone shared on their bands","Sound of Metal"
"2405","website... written comments in French. Suddenly he’s watching","Sound of Metal"
"2406","Lou with her gear, performing wildly on a French stage,","Sound of Metal"
"2407","alone... we watch Ruben’s face as he watches Lou's face,","Sound of Metal"
"2408","without him... his eyes locked in torment...","Sound of Metal"
"2409","","Sound of Metal"
"2410","INT. AIRSTREAM - DUSK","Sound of Metal"
"2411","Ruben rounds a group of trees to where he parked his","Sound of Metal"
"2412","airstream. He makes sure no one is looking, opens a side","Sound of Metal"
"2413","compartment, finds a hidden key and enters the Airstream. He","Sound of Metal"
"2414","looks around at his old life. The posters of their band. Sees","Sound of Metal"
"2415","the mess he made before saying goodbye to Lou. Ruben scours","Sound of Metal"
"2416","thru drawers of Lou’s clothes... He finds a piece of Lou’s","Sound of Metal"
"2417","clothing and holds it to his face, breathing her in. He sits","Sound of Metal"
"2418","in Lou's seat and holds her sweater.","Sound of Metal"
"2419","","Sound of Metal"
"2420","INT. AIRSTREAM - LATER","Sound of Metal"
"2421","With intensity Ruben begins to rip the cords out of the back","Sound of Metal"
"2422","of the racks full of equipment.","Sound of Metal"
"2423","","Sound of Metal"
"2424","INT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"2425","Ruben sets up his drum kit. He sits behind it, hits it a","Sound of Metal"
"2426","couple times before launching into a furious blast beat. The","Sound of Metal"
"2427","sounds echo through the woods around him.","Sound of Metal"
"2428","","Sound of Metal"
"2429","INT. AIRSTREAM - DAY","Sound of Metal"
"2430","Ruben grabs a box from the back of the Airstream as Jenn","Sound of Metal"
"2431","gazes at the wall of pictures. She sees a very dated picture","Sound of Metal"
"2432","of a woman(20's), warm and strong and a boy (Ruben at 10)","Sound of Metal"
"2433","standing outside the same airstream. The woman stands behind","Sound of Metal"
"2434","the boy with her hands on the boys shoulders, wearing a proud","Sound of Metal"
"2435","smile. Jenn points at the woman in the picture.","Sound of Metal"
"2436","                       JENN (ASL - SUBTITLED)","Sound of Metal"
"2437","             Mom?","Sound of Metal"
"2438","                       RUBEN","Sound of Metal"
"2439","             Mom?","Sound of Metal"
"2440","Jenn nods.","Sound of Metal"
"2441","                       RUBEN (CONT'D)","Sound of Metal"
"2442","             Yeah, yeah. Mom.","Sound of Metal"
"2443","                                                                61.","Sound of Metal"
"2444","","Sound of Metal"
"2445","Jenn moves her focus down the wall of pictures. Her eyes get","Sound of Metal"
"2446","wide as she stares at a picture of Lou. She flashes Ruben,","Sound of Metal"
"2447","who's busy working, a look of “Holy shit, is she yours?”.","Sound of Metal"
"2448","Ruben’s mind is elsewhere but he manages a half hearted nod","Sound of Metal"
"2449","and a shrug. Ruben points to a pile of packed boxes and looks","Sound of Metal"
"2450","at Jenn for her reaction. Jenn looks overwhelmed. She","Sound of Metal"
"2451","gestures animatedly, with horror, as if to say “What, all of","Sound of Metal"
"2452","them?”. Ruben nods confidently and Jenn shakes her head with","Sound of Metal"
"2453","displeasure. We hear her heavy deaf accent.","Sound of Metal"
"2454","                       JENN","Sound of Metal"
"2455","          Fuck that.","Sound of Metal"
"2456","Jenn finishes punching a last few letters into the tablet","Sound of Metal"
"2457","before holding it out, aggressively, for Ruben to see. I NEED","Sound of Metal"
"2458","TO KNOW EXACTLY WHAT’S IN THE PACKAGES AND WHY YOU ARE","Sound of Metal"
"2459","SENDING THEM? NO BULL-SHIT. Ruben doesn’t hesitate. He points","Sound of Metal"
"2460","at the picture of Lou... He looks back at Jenn signaling","Sound of Metal"
"2461","“money” with his fingers. He points back to Lou’s picture -","Sound of Metal"
"2462","meaning, “For her”. Jenn nods slowly, not convinced. Ruben","Sound of Metal"
"2463","signals again “Money” and points to himself and then to Jenn.","Sound of Metal"
"2464","Jenn waves off Ruben’s offer of money.","Sound of Metal"
"2465","","Sound of Metal"
"2466","EXT. AIRSTREAM - MOMENTS LATER","Sound of Metal"
"2467","Ruben and Jenn load the large mixer into the van. He turns to","Sound of Metal"
"2468","Jenn, looks at the tattoo on her shoulder of the picture he","Sound of Metal"
"2469","drew for her. He taps the tattoo to get Jenn’s attention...","Sound of Metal"
"2470","he gestures...","Sound of Metal"
"2471","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2472","          I should go with you Jenn and help","Sound of Metal"
"2473","          with this beast.","Sound of Metal"
"2474","Jenn shakes her head...","Sound of Metal"
"2475","                    JENN","Sound of Metal"
"2476","          Don't sweat it. I got this.","Sound of Metal"
"2477","Ruben sees Jenn is hurting.","Sound of Metal"
"2478","                       RUBEN","Sound of Metal"
"2479","          You okay?","Sound of Metal"
"2480","                    JENN","Sound of Metal"
"2481","          Yeah I'm fine.","Sound of Metal"
"2482","                    RUBEN (ASL - SIGNED)","Sound of Metal"
"2483","               (Nodding adamantly)","Sound of Metal"
"2484","          Seriously I should go with you.","Sound of Metal"
"2485","Jenn makes a gesture “suck my dick”.","Sound of Metal"
"2486","                                                                62.","Sound of Metal"
"2487","","Sound of Metal"
"2488","                      RUBEN (CONT'D)","Sound of Metal"
"2489","          You sure?","Sound of Metal"
"2490","Jenn gets in the van and starts it up. Ruben holds his hand","Sound of Metal"
"2491","up to her. She rolls down the window.","Sound of Metal"
"2492","                    RUBEN (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2493","          Remember just cash no checks.","Sound of Metal"
"2494","Jenn makes a face and pulls forward.","Sound of Metal"
"2495","                      RUBEN (CONT'D)","Sound of Metal"
"2496","          You cool?","Sound of Metal"
"2497","Jenn nods in annoyance.","Sound of Metal"
"2498","","Sound of Metal"
"2499","INT. SCHOOL FOR THE DEAF - CLASSROOM - DAY","Sound of Metal"
"2500","End of summer performance. Diane and Ruben and the children","Sound of Metal"
"2501","sit in a circle with white plastic buckets in front of them.","Sound of Metal"
"2502","Ruben takes a bag of sticks...","Sound of Metal"
"2503","The bag is passed around and the children hold their sticks","Sound of Metal"
"2504","in their hands. Even Michael manages to be patient. When","Sound of Metal"
"2505","everyone has the sticks, Ruben signals to Michael to lead the","Sound of Metal"
"2506","rhythm. Michael begins to hit his bucket using a simple","Sound of Metal"
"2507","rhythm. The other kids join in unison. The beat progresses.","Sound of Metal"
"2508","Diane watches Ruben's focus with the kids. The simple beat","Sound of Metal"
"2509","echoes loudly from all of the buckets... Ruben looks at","Sound of Metal"
"2510","Michael who is eyeing him intently. He nods to him and","Sound of Metal"
"2511","Michael speeds up, double timing the beat, too focused to","Sound of Metal"
"2512","smile. Ruben looks on proudly. At the end the parents clap.","Sound of Metal"
"2513","","Sound of Metal"
"2514","INT. SCHOOL FOR THE DEAF - GYM/THEATER - DAY","Sound of Metal"
"2515","Everyone’s gone except for Michael, who plays a video game","Sound of Metal"
"2516","while Ruben and Diane clean up... Diane touches Ruben's","Sound of Metal"
"2517","shoulder as he stacks chairs...","Sound of Metal"
"2518","                    DIANE (ASL - SUBTITLED)","Sound of Metal"
"2519","          You can go. It's okay. Michael's","Sound of Metal"
"2520","          father is always late.","Sound of Metal"
"2521","                    RUBEN","Sound of Metal"
"2522","          It's okay. I'll stay.","Sound of Metal"
"2523","","Sound of Metal"
"2524","EXT. DEAF COMMUNITY - DUSK","Sound of Metal"
"2525","Ruben and Diane exit the school and walk down a campus road","Sound of Metal"
"2526","toward the parking area. Diane glances at Ruben as they walk.","Sound of Metal"
"2527","                                                                63.","Sound of Metal"
"2528","","Sound of Metal"
"2529","There is an implied intimacy to being outside together","Sound of Metal"
"2530","without the children. They come to Diane's car. Diane stops.","Sound of Metal"
"2531","Ruben stops too. Diane looks at him perhaps a bit more","Sound of Metal"
"2532","intently than before. Ruben, caught for a moment in her eyes,","Sound of Metal"
"2533","does not allow room for the moment to extend. He salutes her.","Sound of Metal"
"2534","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2535","          Okay good night.","Sound of Metal"
"2536","Diane is taken off guard.","Sound of Metal"
"2537","                    DIANE (ASL - SUBTITLED)","Sound of Metal"
"2538","          Would you like a ride?","Sound of Metal"
"2539","Ruben shakes his head.","Sound of Metal"
"2540","                    RUBEN","Sound of Metal"
"2541","          No. I'll walk. Goodnight.","Sound of Metal"
"2542","Ruben turns unceremoniously and walks away. Diane grins","Sound of Metal"
"2543","slightly, absorbing Ruben’s departure. She watches him walk","Sound of Metal"
"2544","away for a moment, then turns the other direction.","Sound of Metal"
"2545","","Sound of Metal"
"2546","INT. JOE’S HOUSE - NIGHT","Sound of Metal"
"2547","Ruben flicks the light switch on Jenn’s door... finally he","Sound of Metal"
"2548","opens the door but the room is empty.","Sound of Metal"
"2549","","Sound of Metal"
"2550","INT. JOE’S HOUSE - NIGHT","Sound of Metal"
"2551","Ruben sets the table. Jeremy walks by.","Sound of Metal"
"2552","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2553","          Have you seen Jenn?","Sound of Metal"
"2554","                    JEREMY","Sound of Metal"
"2555","          Not since breakfast.","Sound of Metal"
"2556","","Sound of Metal"
"2557","EXT. JOE'S HOUSE - LATER","Sound of Metal"
"2558","Joe is pulling out as Ruben runs toward the truck. He rolls","Sound of Metal"
"2559","down the window.","Sound of Metal"
"2560","                    RUBEN (ASL - SUBTITLED)","Sound of Metal"
"2561","          She mentioned something about going","Sound of Metal"
"2562","          into town... I should come with you","Sound of Metal"
"2563","          Joe.","Sound of Metal"
"2564","                    JOE (ASL - SUBTITLED)","Sound of Metal"
"2565","          Did she say anything else?","Sound of Metal"
"2566","                                                                64.","Sound of Metal"
"2567","","Sound of Metal"
"2568","Ruben shakes his head.","Sound of Metal"
"2569","                    JOE (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2570","          I'll see you later.","Sound of Metal"
"2571","Joe pulls away.","Sound of Metal"
"2572","","Sound of Metal"
"2573","EXT. JOE’S HOUSE - NIGHT","Sound of Metal"
"2574","Ruben smokes on the porch.","Sound of Metal"
"2575","","Sound of Metal"
"2576","EXT. JOE'S HOUSE - EARLY MORNING","Sound of Metal"
"2577","Early morning...","Sound of Metal"
"2578","","Sound of Metal"
"2579","INT. JOE’S HOUSE - MORNING","Sound of Metal"
"2580","Ruben walks down the hall toward Jenn’s room. He opens the","Sound of Metal"
"2581","door. The room is still empty.","Sound of Metal"
"2582","","Sound of Metal"
"2583","INT. JOE'S HOUSE, KITCHEN - MOMENTS LATER","Sound of Metal"
"2584","Ruben sees no donut or coffee waiting. Louie the dog perks up","Sound of Metal"
"2585","at the sound of Joe's truck. Ruben sees him pulling up in","Sound of Metal"
"2586","front of the house.","Sound of Metal"
"2587","","Sound of Metal"
"2588","INT. JOE’S HOUSE - DAY","Sound of Metal"
"2589","The group sits in a circle. Joe looks at everyone...","Sound of Metal"
"2590","exhausted.","Sound of Metal"
"2591","                    JOE (ASL - SUBTITLED)","Sound of Metal"
"2592","          Jenn did overdosed last night.","Sound of Metal"
"2593","          Luckily the police found her in","Sound of Metal"
"2594","          time. She is in stable condition at","Sound of Metal"
"2595","          the hospital now and will go from","Sound of Metal"
"2596","          there to rehab again I think...","Sound of Metal"
"2597","Joe rubs his face... he’s clearly very upset.","Sound of Metal"
"2598","                    JOE (ASL - SUBTITLED) (CONT'D)","Sound of Metal"
"2599","          I must say I didn’t see this","Sound of Metal"
"2600","          coming. She apparently had a large","Sound of Metal"
"2601","          sum of cash on her. I am baffled as","Sound of Metal"
"2602","          to how she had access to cash","Sound of Metal"
"2603","          but...","Sound of Metal"
"2604","Ruben looks down. Joe notices.","Sound of Metal"
"2605","                                                                65.","Sound of Metal"
"2606","","Sound of Metal"
"2607","EXT. FARM - DAY","Sound of Metal"
"2608","Ruben works extra hard in the farm.","Sound of Metal"
"2609","","Sound of Metal"
"2610","EXT. JOE'S HOUSE - MOMENTS LATER","Sound of Metal"
"2611","Ruben tries Joe's office door. It's locked.","Sound of Metal"
"2612","","Sound of Metal"
"2613","INT. JOE’S HOUSE - DAY","Sound of Metal"
"2614","Ruben enters Joe’s apartment door and enters his section of","Sound of Metal"
"2615","the house. He quietly closes the door behind him, goes up the","Sound of Metal"
"2616","stairs - looks around at Joe’s very neat and orderly room.","Sound of Metal"
"2617","His eyes are caught by a picture on Joe's refrigerator of Joe","Sound of Metal"
"2618","as a young man with his wife and child, now long gone...","Sound of Metal"
"2619","Ruben rifles through drawers, finds a small inner drawer with","Sound of Metal"
"2620","keys... he rustles through the keys until he comes to his","Sound of Metal"
"2621","Airstream keys.","Sound of Metal"
"2622","","Sound of Metal"
"2623","INT. JOE'S HOUSE - MOMENTS LATER","Sound of Metal"
"2624","Ruben sits at the computer. He feverishly pulls up Prince","Sound of Metal"
"2625","Audiology, looks around nervously then dials the number on","Sound of Metal"
"2626","the captioned telephone. He waits until he sees words pop up","Sound of Metal"
"2627","on the screen.","Sound of Metal"
"2628","                    RUBEN","Sound of Metal"
"2629","          Hello, can you hear me?","Sound of Metal"
"2630","The words, YES I CAN HEAR YOU. CAN YOU PLEASE TELL ME YOUR","Sound of Metal"
"2631","NAME?","Sound of Metal"
"2632","                    RUBEN (CONT'D)","Sound of Metal"
"2633","          It's Stone. Ruben Stone. R-U-B-E-N","Sound of Metal"
"2634","          Stone, S-T-O-N-E. I'm confirming an","Sound of Metal"
"2635","          appointment.","Sound of Metal"
"2636","Ruben waits.","Sound of Metal"
"2637","                    RUBEN (CONT'D)","Sound of Metal"
"2638","          Yes I can hold.","Sound of Metal"
