"","line","movie"
"8268","                   Even if our ride is waiting, we’ll","Top Gun: Maverick"
"8269","                   freeze to death before we get","Top Gun: Maverick"
"8270","                   there. That’s if the enemy doesn’t","Top Gun: Maverick"
"8271","                   find us first... We’re not going to","Top Gun: Maverick"
"8272","                   the extraction point.","Top Gun: Maverick"
"8273","","Top Gun: Maverick"
"8274","","Top Gun: Maverick"
"8275","","Top Gun: Maverick"
"8276","                                                         (CONTINUED)","Top Gun: Maverick"
"8277","                          CHERRY 11.25.19 - OFFICIAL          144.","Top Gun: Maverick"
"8278","303   CONTINUED: (2)                                            303","Top Gun: Maverick"
"8279","                          MAVERICK","Top Gun: Maverick"
"8280","                No, we are not going to the","Top Gun: Maverick"
"8281","                extraction point.","Top Gun: Maverick"
"8282","","Top Gun: Maverick"
"8283","                          ROOSTER","Top Gun: Maverick"
"8284","                Then where are we going?","Top Gun: Maverick"
"8285","","Top Gun: Maverick"
"8286","","Top Gun: Maverick"
"8287","304   EXT. FOREST RIDGE - HOSTILE COUNTRY - LATER - MORNING     304","Top Gun: Maverick"
"8288","","Top Gun: Maverick"
"8289","      A distant THUP-THUP of ENEMY HELICOPTERS...","Top Gun: Maverick"
"8290","","Top Gun: Maverick"
"8291","      SCOPE POV: Chaos and the fog of war. The airstrip’s runways","Top Gun: Maverick"
"8292","      are cratered, hangars collapsed. ENEMY BASE TROOPS are","Top Gun: Maverick"
"8293","      scattered trying to put out fires...","Top Gun: Maverick"
"8294","","Top Gun: Maverick"
"8295","      Mav sweeps the area with his scope, then looks at Rooster.","Top Gun: Maverick"
"8296","","Top Gun: Maverick"
"8297","                          ROOSTER","Top Gun: Maverick"
"8298","                You’re not serious.","Top Gun: Maverick"
"8299","","Top Gun: Maverick"
"8300","      But Maverick’s look says he is.","Top Gun: Maverick"
"8301","","Top Gun: Maverick"
"8302","","Top Gun: Maverick"
"8303","305   EXT. ENEMY AIRSTRIP - MINUTES LATER - MORNING             305","Top Gun: Maverick"
"8304","","Top Gun: Maverick"
"8305","      Mav slinks along a thicket of trees by a perimeter fence.","Top Gun: Maverick"
"8306","      Near them, a FUEL DEPOT burns out of control, spewing heavy","Top Gun: Maverick"
"8307","      black smoke over the area, covering it in a THICK HAZE.","Top Gun: Maverick"
"8308","","Top Gun: Maverick"
"8309","      Mav uses his scope to take another look...","Top Gun: Maverick"
"8310","","Top Gun: Maverick"
"8311","      He hands him the scope, nods him in the right direction...","Top Gun: Maverick"
"8312","","Top Gun: Maverick"
"8313","      SCOPE POV: An open-ended CEMENT AIRCRAFT BUNKER, where an F-","Top Gun: Maverick"
"8314","      14 TOMCAT sits. Clearly prepped for flight, loaded with","Top Gun: Maverick"
"8315","      missiles, and with support equipment still hooked up.","Top Gun: Maverick"
"8316","","Top Gun: Maverick"
"8317","                          ROOSTER","Top Gun: Maverick"
"8318","                You’ve gotta be shittin’ me.","Top Gun: Maverick"
"8319","","Top Gun: Maverick"
"8320","      Mav shrugs.","Top Gun: Maverick"
"8321","","Top Gun: Maverick"
"8322","                            ROOSTER (CONT’D)","Top Gun: Maverick"
"8323","                An F14?","Top Gun: Maverick"
"8324","","Top Gun: Maverick"
"8325","                          MAVERICK","Top Gun: Maverick"
"8326","                I shot down three migs in one of","Top Gun: Maverick"
"8327","                those.","Top Gun: Maverick"
"8328","","Top Gun: Maverick"
"8329","                          ROOSTER","Top Gun: Maverick"
"8330","                When was that? World War I? We","Top Gun: Maverick"
"8331","                don’t even know if that bag’a ass","Top Gun: Maverick"
"8332","                can fly.","Top Gun: Maverick"
"8333","","Top Gun: Maverick"
"8334","","Top Gun: Maverick"
"8335","                                                        (CONTINUED)","Top Gun: Maverick"
"8336","                           CHERRY 11.25.19 - OFFICIAL         145.","Top Gun: Maverick"
"8337","305    CONTINUED:                                               305","Top Gun: Maverick"
"8338","                              MAVERICK","Top Gun: Maverick"
"8339","                    Let’s find out.","Top Gun: Maverick"
"8340","","Top Gun: Maverick"
"8341","       Mav heads off, leaving Rooster to contemplate:","Top Gun: Maverick"
"8342","","Top Gun: Maverick"
"8343","                              ROOSTER","Top Gun: Maverick"
"8344","                       (to himself)","Top Gun: Maverick"
"8345","                    You came back for him, dumbass.","Top Gun: Maverick"
"8346","","Top Gun: Maverick"
"8347","       And he follows.","Top Gun: Maverick"
"8348","","Top Gun: Maverick"
"8349","","Top Gun: Maverick"
"8350","306    EXT. AIRCRAFT BUNKER - MOMENTS LATER - MORNING           306","Top Gun: Maverick"
"8351","","Top Gun: Maverick"
"8352","       Chaos all around in the aftermath of the missile strike.","Top Gun: Maverick"
"8353","       Maverick and Rooster walk briskly toward the plane, praying","Top Gun: Maverick"
"8354","       no one will notice.","Top Gun: Maverick"
"8355","","Top Gun: Maverick"
"8356","","Top Gun: Maverick"
"8357","A307   INT. AIRCRAFT BUNKER - MOMENTS LATER - MORNING          A307","Top Gun: Maverick"
"8358","","Top Gun: Maverick"
"8359","       The jet has a START-CART the size of a dumpster, attached via","Top Gun: Maverick"
"8360","       a large power cable and huge forced-air induction hose.","Top Gun: Maverick"
"8361","","Top Gun: Maverick"
"8362","       Maverick inspects the start cart. Hopes. He pushes the button","Top Gun: Maverick"
"8363","       and it growls to life. Thank God.","Top Gun: Maverick"
"8364","","Top Gun: Maverick"
"8365","","Top Gun: Maverick"
"8366","307    EXT. AIRCRAFT BUNKER - MOMENTS LATER - MORNING           307","Top Gun: Maverick"
"8367","","Top Gun: Maverick"
"8368","       Geared up with harnesses and masks, Mav waves Rooster to the","Top Gun: Maverick"
"8369","       Start-Cart.","Top Gun: Maverick"
"8370","","Top Gun: Maverick"
"8371","                              MAVERICK","Top Gun: Maverick"
"8372","                    Ok, let me see. Okay.","Top Gun: Maverick"
"8373","                       (shows signal)","Top Gun: Maverick"
"8374","                    When I give you the signal for air,","Top Gun: Maverick"
"8375","                    here, flip this switch ‘til the","Top Gun: Maverick"
"8376","                    needle gets to 120.","Top Gun: Maverick"
"8377","                    When I start the engine, you’re","Top Gun: Maverick"
"8378","                    gonna shut this off, you’re gonna","Top Gun: Maverick"
"8379","                    pull all the pins. You’re gonna","Top Gun: Maverick"
"8380","                    disconnect everything.","Top Gun: Maverick"
"8381","","Top Gun: Maverick"
"8382","       Maverick goes for the plane. Rooster lingers.","Top Gun: Maverick"
"8383","","Top Gun: Maverick"
"8384","                              ROOSTER","Top Gun: Maverick"
"8385","                    Mav, wait...There’s something I                     *","Top Gun: Maverick"
"8386","                    need to tell you.                                   *","Top Gun: Maverick"
"8387","","Top Gun: Maverick"
"8388","                              MAVERICK                                  *","Top Gun: Maverick"
"8389","                    Tell me later.                                      *","Top Gun: Maverick"
"8390","","Top Gun: Maverick"
"8391","","Top Gun: Maverick"
"8392","","Top Gun: Maverick"
"8393","","Top Gun: Maverick"
"8394","                                                          (CONTINUED)","Top Gun: Maverick"
"8395","                           CHERRY 11.25.19 - OFFICIAL        146.","Top Gun: Maverick"
"8396","307   CONTINUED:                                               307","Top Gun: Maverick"
"8397","                             ROOSTER                                   *","Top Gun: Maverick"
"8398","                   There may not be a later.                           *","Top Gun: Maverick"
"8399","","Top Gun: Maverick"
"8400","      Mav waits anxiously.                                             *","Top Gun: Maverick"
"8401","","Top Gun: Maverick"
"8402","                             ROOSTER (CONT’D)                          *","Top Gun: Maverick"
"8403","                   You were right.                                     *","Top Gun: Maverick"
"8404","","Top Gun: Maverick"
"8405","                             MAVERICK                                  *","Top Gun: Maverick"
"8406","                   About what?                                         *","Top Gun: Maverick"
"8407","","Top Gun: Maverick"
"8408","                             ROOSTER                                   *","Top Gun: Maverick"
"8409","                   About the academy. You were right                   *","Top Gun: Maverick"
"8410","                   to pull my papers. I wasn’t ready.                  *","Top Gun: Maverick"
"8411","","Top Gun: Maverick"
"8412","                             MAVERICK (ALT)                            *","Top Gun: Maverick"
"8413","                   Well you’re ready now.                              *","Top Gun: Maverick"
"8414","","Top Gun: Maverick"
"8415","                             ROOSTER                                   *","Top Gun: Maverick"
"8416","                   Thank you for saving my life.                       *","Top Gun: Maverick"
"8417","","Top Gun: Maverick"
"8418","                             ROOSTER (ALT) (CONT’D)                    *","Top Gun: Maverick"
"8419","                   Either way, thank you for saving my                 *","Top Gun: Maverick"
"8420","                   life.                                               *","Top Gun: Maverick"
"8421","","Top Gun: Maverick"
"8422","                             MAVERICK                                  *","Top Gun: Maverick"
"8423","                   I haven’t saved it yet.                             *","Top Gun: Maverick"
"8424","                      (points to the cart)                             *","Top Gun: Maverick"
"8425","                   Remember what I told you.                           *","Top Gun: Maverick"
"8426","","Top Gun: Maverick"
"8427","      And he rushes for the plane.                                     *","Top Gun: Maverick"
"8428","","Top Gun: Maverick"
"8429","                             MAVERICK (CONT’D)","Top Gun: Maverick"
"8430","                   Once I’m up, stow the ladder.","Top Gun: Maverick"
"8431","","Top Gun: Maverick"
"8432","                             ROOSTER","Top Gun: Maverick"
"8433","                   Yeah.","Top Gun: Maverick"
"8434","","Top Gun: Maverick"
"8435","      Maverick climbs the ladder, hops in the driver’s seat, closes","Top Gun: Maverick"
"8436","      the forward step and reorients himself to the cockpit as","Top Gun: Maverick"
"8437","      Rooster closes the ladder.","Top Gun: Maverick"
"8438","","Top Gun: Maverick"
"8439","                             MAVERICK","Top Gun: Maverick"
"8440","                   Okay. Wow. It’s been a minute, huh","Top Gun: Maverick"
"8441","                   Mav?","Top Gun: Maverick"
"8442","","Top Gun: Maverick"
"8443","      Rooster pulls the CHOCK BLOCKS from the wheels and then runs","Top Gun: Maverick"
"8444","      to the start cart.","Top Gun: Maverick"
"8445","","Top Gun: Maverick"
"8446","                             MAVERICK (CONT’D)","Top Gun: Maverick"
"8447","                   Okay, okay.... Fuel. Battery.","Top Gun: Maverick"
"8448","","Top Gun: Maverick"
"8449","      Maverick gives Rooster the air signal. Rooster flips switch.","Top Gun: Maverick"
"8450","","Top Gun: Maverick"
"8451","","Top Gun: Maverick"
"8452","","Top Gun: Maverick"
"8453","                                                         (CONTINUED)","Top Gun: Maverick"
"8454","                          CHERRY 11.25.19 - OFFICIAL            147.","Top Gun: Maverick"
"8455","307   CONTINUED: (2)                                              307","Top Gun: Maverick"
"8456","                          ROOSTER","Top Gun: Maverick"
"8457","                   (watches dial)","Top Gun: Maverick"
"8458","                C’mon, c’mon.","Top Gun: Maverick"
"8459","","Top Gun: Maverick"
"8460","      It gets to 120 and Rooster gives the thumbs up.","Top Gun: Maverick"
"8461","","Top Gun: Maverick"
"8462","      Maverick starts the engine. It sputters, fails to start.","Top Gun: Maverick"
"8463","","Top Gun: Maverick"
"8464","                          ROOSTER (CONT’D)","Top Gun: Maverick"
"8465","                That’s not good.","Top Gun: Maverick"
"8466","","Top Gun: Maverick"
"8467","                            MAVERICK","Top Gun: Maverick"
"8468","                Come on.","Top Gun: Maverick"
"8469","","Top Gun: Maverick"
"8470","                          ROOSTER","Top Gun: Maverick"
"8471","                Come on. Come on. Come on.","Top Gun: Maverick"
"8472","","Top Gun: Maverick"
"8473","                          MAVERICK","Top Gun: Maverick"
"8474","                Come on sweetheart. Come on.","Top Gun: Maverick"
"8475","","Top Gun: Maverick"
"8476","      Enemy truck drives by the hangar.","Top Gun: Maverick"
"8477","","Top Gun: Maverick"
"8478","                          ROOSTER","Top Gun: Maverick"
"8479","                Mav, let’s go. Come on.","Top Gun: Maverick"
"8480","","Top Gun: Maverick"
"8481","      Mav hits the start button again. The engine whines slowly to","Top Gun: Maverick"
"8482","      life.","Top Gun: Maverick"
"8483","","Top Gun: Maverick"
"8484","                          MAVERICK","Top Gun: Maverick"
"8485","                This could actually work.","Top Gun: Maverick"
"8486","","Top Gun: Maverick"
"8487","      Rooster rushes to unhook the start cart from the plane.","Top Gun: Maverick"
"8488","","Top Gun: Maverick"
"8489","                          MAVERICK (CONT’D)","Top Gun: Maverick"
"8490","                Let’s go, let’s go.","Top Gun: Maverick"
"8491","","Top Gun: Maverick"
"8492","      Rooster scrambles up the onto the F14 and into the cockpit.","Top Gun: Maverick"
"8493","      Rooster looks at the cockpit instruments.","Top Gun: Maverick"
"8494","","Top Gun: Maverick"
"8495","                          ROOSTER","Top Gun: Maverick"
"8496","                My God, this thing is so old.","Top Gun: Maverick"
"8497","","Top Gun: Maverick"
"8498","      Maverick pushes forward on the throttle.","Top Gun: Maverick"
"8499","","Top Gun: Maverick"
"8500","                            MAVERICK","Top Gun: Maverick"
"8501","                Canopy.","Top Gun: Maverick"
"8502","","Top Gun: Maverick"
"8503","      Rooster buckles up.","Top Gun: Maverick"
"8504","","Top Gun: Maverick"
"8505","                            ROOSTER","Top Gun: Maverick"
"8506","                Clear.","Top Gun: Maverick"
"8507","","Top Gun: Maverick"
"8508","      The jets exits the hangar. The canopy closes.","Top Gun: Maverick"
"8509","                        CHERRY 11.25.19 - OFFICIAL           148.","Top Gun: Maverick"
"8510","","Top Gun: Maverick"
"8511","","Top Gun: Maverick"
"8512","308   EXT. ENEMY AIRSTRIP - MORNING                              308","Top Gun: Maverick"
"8513","","Top Gun: Maverick"
"8514","      Maverick looks at cockpit instruments. Maverick applies the","Top Gun: Maverick"
"8515","      brakes.","Top Gun: Maverick"
"8516","","Top Gun: Maverick"
"8517","                          ROOSTER","Top Gun: Maverick"
"8518","                We’re stopping. Why are we","Top Gun: Maverick"
"8519","                stopping, Mav?","Top Gun: Maverick"
"8520","","Top Gun: Maverick"
"8521","                          MAVERICK","Top Gun: Maverick"
"8522","                Just give me a second. Give me a","Top Gun: Maverick"
"8523","                second.","Top Gun: Maverick"
"8524","","Top Gun: Maverick"
"8525","      Rooster spots an enemy tank coming towards them.","Top Gun: Maverick"
"8526","","Top Gun: Maverick"
"8527","                          ROOSTER","Top Gun: Maverick"
"8528","                Uh Mav. There’s a guy on a tank.","Top Gun: Maverick"
"8529","                Big gun. Staring at us.","Top Gun: Maverick"
"8530","","Top Gun: Maverick"
"8531","                          MAVERICK","Top Gun: Maverick"
"8532","                Yep.","Top Gun: Maverick"
"8533","","Top Gun: Maverick"
"8534","      The tank passes them and Rooster looks down as he salutes.","Top Gun: Maverick"
"8535","","Top Gun: Maverick"
"8536","      Maverick switches to engage the WINGS. The wings expand.","Top Gun: Maverick"
"8537","","Top Gun: Maverick"
"8538","                          ROOSTER","Top Gun: Maverick"
"8539","                Both runways are cratered, Mav.","Top Gun: Maverick"
"8540","                ALT: Are both runways crated, Mav?","Top Gun: Maverick"
"8541","                ALT: It looks like both runways are","Top Gun: Maverick"
"8542","                cratered, Mav.","Top Gun: Maverick"
"8543","","Top Gun: Maverick"
"8544","                          MAVERICK","Top Gun: Maverick"
"8545","                Yeah.","Top Gun: Maverick"
"8546","","Top Gun: Maverick"
"8547","                          ROOSTER","Top Gun: Maverick"
"8548","                Mav, this is a taxiway. A very","Top Gun: Maverick"
"8549","                short taxiway.","Top Gun: Maverick"
"8550","","Top Gun: Maverick"
"8551","                          MAVERICK","Top Gun: Maverick"
"8552","                Uh huh. Yeah.","Top Gun: Maverick"
"8553","","Top Gun: Maverick"
"8554","                          ROOSTER","Top Gun: Maverick"
"8555","                How we gonna get this bag’a ass in","Top Gun: Maverick"
"8556","                the air?","Top Gun: Maverick"
"8557","","Top Gun: Maverick"
"8558","                          MAVERICK","Top Gun: Maverick"
"8559","                Just hang on.","Top Gun: Maverick"
"8560","","Top Gun: Maverick"
"8561","      Maverick pushes on the throttle. The afterburners go on full.","Top Gun: Maverick"
"8562","","Top Gun: Maverick"
"8563","                           MAVERICK (CONT’D)","Top Gun: Maverick"
"8564","                Cause this bag‘a ass is about to go","Top Gun: Maverick"
"8565","                ballistic.","Top Gun: Maverick"
"8566","","Top Gun: Maverick"
"8567","","Top Gun: Maverick"
"8568","                                                         (CONTINUED)","Top Gun: Maverick"
"8569","                          CHERRY 11.25.19 - OFFICIAL            149.","Top Gun: Maverick"
"8570","308   CONTINUED:                                                  308","Top Gun: Maverick"
"8571","      The jet begins to accelerate down the runway.","Top Gun: Maverick"
"8572","","Top Gun: Maverick"
"8573","                                ROOSTER","Top Gun: Maverick"
"8574","                   Holy shit.","Top Gun: Maverick"
"8575","","Top Gun: Maverick"
"8576","                             MAVERICK","Top Gun: Maverick"
"8577","                      (under breath)","Top Gun: Maverick"
"8578","                   C’mon, c’mon.","Top Gun: Maverick"
"8579","","Top Gun: Maverick"
"8580","      Mav squeezes every ounce of lift from the plane","Top Gun: Maverick"
"8581","","Top Gun: Maverick"
"8582","      The F-14 soars into the air.","Top Gun: Maverick"
"8583","","Top Gun: Maverick"
"8584","","Top Gun: Maverick"
"8585","309   EXT./INT. F-14 - MORNING                                    309","Top Gun: Maverick"
"8586","","Top Gun: Maverick"
"8587","      CLOSE ON: Rooster’s ESAT on his harness.","Top Gun: Maverick"
"8588","","Top Gun: Maverick"
"8589","      Rooster thinks a beat and activates it.","Top Gun: Maverick"
"8590","","Top Gun: Maverick"
"8591","","Top Gun: Maverick"
"8592","310   INT. COMMAND CENTER - USS THEODORE ROOSEVELT - MORNING      310","Top Gun: Maverick"
"8593","","Top Gun: Maverick"
"8594","      A new alarm sounds.","Top Gun: Maverick"
"8595","","Top Gun: Maverick"
"8596","                             COMMS-CREW TECH 1","Top Gun: Maverick"
"8597","                   Sir. We’re receiving a signal from","Top Gun: Maverick"
"8598","                   Rooster’s ESAT... But there seems","Top Gun: Maverick"
"8599","                   to be a malfunction...","Top Gun: Maverick"
"8600","","Top Gun: Maverick"
"8601","                             WARLOCK","Top Gun: Maverick"
"8602","                   Have you lost him?","Top Gun: Maverick"
"8603","","Top Gun: Maverick"
"8604","                             COMMS-CREW TECH 1","Top Gun: Maverick"
"8605","                   No, sir. Signal is strong, but...","Top Gun: Maverick"
"8606","","Top Gun: Maverick"
"8607","                                CYCLONE","Top Gun: Maverick"
"8608","                   But what?","Top Gun: Maverick"
"8609","","Top Gun: Maverick"
"8610","                             COMMS-CREW TECH 1","Top Gun: Maverick"
"8611","                   But... He’s supersonic.","Top Gun: Maverick"
"8612","","Top Gun: Maverick"
"8613","      Everyone trades confounded looks, confused. Cyclone and","Top Gun: Maverick"
"8614","      Warlock move to look at the screen. Sure enough, a dot","Top Gun: Maverick"
"8615","      representing Rooster is hauling ass toward the sea.","Top Gun: Maverick"
"8616","","Top Gun: Maverick"
"8617","                             WARLOCK","Top Gun: Maverick"
"8618","                   He’s airborne.","Top Gun: Maverick"
"8619","","Top Gun: Maverick"
"8620","                                CYCLONE","Top Gun: Maverick"
"8621","                   In what?","Top Gun: Maverick"
"8622","","Top Gun: Maverick"
"8623","","Top Gun: Maverick"
"8624","","Top Gun: Maverick"
"8625","","Top Gun: Maverick"
"8626","                                                        (CONTINUED)","Top Gun: Maverick"
"8627","                          CHERRY 11.25.19 - OFFICIAL            150.","Top Gun: Maverick"
"8628","310   CONTINUED:                                                  310","Top Gun: Maverick"
"8629","                             COMMS-CREW TECH 2","Top Gun: Maverick"
"8630","                   Sir, overwatch reports an F-14","Top Gun: Maverick"
"8631","                   Tomcat is airborne and on course","Top Gun: Maverick"
"8632","                   for our position.","Top Gun: Maverick"
"8633","","Top Gun: Maverick"
"8634","      Warlock and Cyclone share a look.","Top Gun: Maverick"
"8635","","Top Gun: Maverick"
"8636","                             WARLOCK","Top Gun: Maverick"
"8637","                   It can’t be-","Top Gun: Maverick"
"8638","","Top Gun: Maverick"
"8639","      The both look at the dot on the screen. Hondo stifles a","Top Gun: Maverick"
"8640","      knowing smile.","Top Gun: Maverick"
"8641","","Top Gun: Maverick"
"8642","                             CYCLONE","Top Gun: Maverick"
"8643","                   Maverick...","Top Gun: Maverick"
"8644","","Top Gun: Maverick"
"8645","                             HONDO","Top Gun: Maverick"
"8646","                   He’s still alive.","Top Gun: Maverick"
"8647","","Top Gun: Maverick"
"8648","      Warlock almost smiles, until:","Top Gun: Maverick"
"8649","","Top Gun: Maverick"
"8650","                             COMMS-CREW TECH 2","Top Gun: Maverick"
"8651","                   Sir, overwatch is reporting two","Top Gun: Maverick"
"8652","                   fifth gen fighters on course to","Top Gun: Maverick"
"8653","                   intercept that F 14.","Top Gun: Maverick"
"8654","","Top Gun: Maverick"
"8655","      Warlock and Cyclone share a new look this one of grim","Top Gun: Maverick"
"8656","      certainty.","Top Gun: Maverick"
"8657","","Top Gun: Maverick"
"8658","                             CYCLONE","Top Gun: Maverick"
"8659","                   God help them.","Top Gun: Maverick"
"8660","","Top Gun: Maverick"
"8661","","Top Gun: Maverick"
"8662","311   INT./EXT. F-14 - MORNING                                    311","Top Gun: Maverick"
"8663","","Top Gun: Maverick"
"8664","      Rooster surveys the back seat in frustration, no idea what’s","Top Gun: Maverick"
"8665","      what or what to do. There’s a big circular RIO DISPLAY in","Top Gun: Maverick"
"8666","      front of him, but it’s dark.","Top Gun: Maverick"
"8667","","Top Gun: Maverick"
"8668","                             MAVERICK                                   *","Top Gun: Maverick"
"8669","                   Rooster. Get us in touch with the                    *","Top Gun: Maverick"
"8670","                   boat.                                                *","Top Gun: Maverick"
"8671","","Top Gun: Maverick"
"8672","      Rooster toggles the radio.                                        *","Top Gun: Maverick"
"8673","","Top Gun: Maverick"
"8674","                             ROOSTER                                    *","Top Gun: Maverick"
"8675","                   I’m working on it. Everything’s                      *","Top Gun: Maverick"
"8676","                   dead back here. What do I do? Talk                   *","Top Gun: Maverick"
"8677","                   me through this.                                     *","Top Gun: Maverick"
"8678","","Top Gun: Maverick"
"8679","                             MAVERICK                                   *","Top Gun: Maverick"
"8680","                   First, the radio. Throw the UHF two                  *","Top Gun: Maverick"
"8681","                   circuit breaker.                                     *","Top Gun: Maverick"
"8682","","Top Gun: Maverick"
"8683","","Top Gun: Maverick"
"8684","","Top Gun: Maverick"
"8685","                                                         (CONTINUED)","Top Gun: Maverick"
"8686","                          CHERRY 11.25.19 - OFFICIAL         151.","Top Gun: Maverick"
"8687","311   CONTINUED:                                               311","Top Gun: Maverick"
"8688","      Rooster looks.                                                   *","Top Gun: Maverick"
"8689","","Top Gun: Maverick"
"8690","                             ROOSTER                                   *","Top Gun: Maverick"
"8691","                   There’s three hundred breakers back                 *","Top Gun: Maverick"
"8692","                   here, anything more specific?                       *","Top Gun: Maverick"
"8693","","Top Gun: Maverick"
"8694","                             MAVERICK                                  *","Top Gun: Maverick"
"8695","                   I dunno, that was your dad’s                        *","Top Gun: Maverick"
"8696","                   department.                                         *","Top Gun: Maverick"
"8697","","Top Gun: Maverick"
"8698","                             ROOSTER                                   *","Top Gun: Maverick"
"8699","                   Alright, I’ll figure it out.                        *","Top Gun: Maverick"
"8700","","Top Gun: Maverick"
"8701","      Rooster starts toggling breakers, then sees:                     *","Top Gun: Maverick"
"8702","","Top Gun: Maverick"
"8703","                             ROOSTER (CONT’D)                          *","Top Gun: Maverick"
"8704","                   MAV, FIVE O’CLOCK LOW, TALLY TWO.                   *","Top Gun: Maverick"
"8705","                      (alt)                                            *","Top Gun: Maverick"
"8706","                   MAV, TALLY TWO, FIVE O’CLOCK LOW.                   *","Top Gun: Maverick"
"8707","","Top Gun: Maverick"
"8708","      Maverick looks and, to his horror, sees TWO FIFTH GEN FIGHTER    *","Top Gun: Maverick"
"8709","      approaching.                                                     *","Top Gun: Maverick"
"8710","","Top Gun: Maverick"
"8711","                             ROOSTER (CONT’D)                          *","Top Gun: Maverick"
"8712","                   What do we do?                                      *","Top Gun: Maverick"
"8713","","Top Gun: Maverick"
"8714","                             MAVERICK                                  *","Top Gun: Maverick"
"8715","                   What do you mean what do we do?                     *","Top Gun: Maverick"
"8716","                   Those are fifth gen fighters. We’re                 *","Top Gun: Maverick"
"8717","                   in a fifty year old aircraft.                       *","Top Gun: Maverick"
"8718","","Top Gun: Maverick"
"8719","      The planes close into an escort formation.                       *","Top Gun: Maverick"
"8720","","Top Gun: Maverick"
"8721","                             ROOSTER                                   *","Top Gun: Maverick"
"8722","                   Well here they come.                                *","Top Gun: Maverick"
"8723","","Top Gun: Maverick"
"8724","                             MAVERICK                                  *","Top Gun: Maverick"
"8725","                   Just be cool. If they knew who we                   *","Top Gun: Maverick"
"8726","                   were we’d be dead already. Masks                    *","Top Gun: Maverick"
"8727","                   on.                                                 *","Top Gun: Maverick"
"8728","","Top Gun: Maverick"
"8729","      They scramble to put on their masks. The lead enemy plane        *","Top Gun: Maverick"
"8730","      pulls along side.                                                *","Top Gun: Maverick"
"8731","","Top Gun: Maverick"
"8732","                             MAVERICK (CONT’D)                         *","Top Gun: Maverick"
"8733","                   Remember, we’re on the same team.                   *","Top Gun: Maverick"
"8734","                   Just wave and smile. Wave and                       *","Top Gun: Maverick"
"8735","                   smile.                                              *","Top Gun: Maverick"
"8736","","Top Gun: Maverick"
"8737","      Rooster and Mav wave. Maverick signals, points to his ear and    *","Top Gun: Maverick"
"8738","      gives a thumbs down. “Radio out.”                                *","Top Gun: Maverick"
"8739","","Top Gun: Maverick"
"8740","      The enemy pilot signals.                                         *","Top Gun: Maverick"
"8741","","Top Gun: Maverick"
"8742","","Top Gun: Maverick"
"8743","","Top Gun: Maverick"
"8744","                                                         (CONTINUED)","Top Gun: Maverick"
"8745","                       CHERRY 11.25.19 - OFFICIAL         152.","Top Gun: Maverick"
"8746","311   CONTINUED: (2)                                        311","Top Gun: Maverick"
"8747","                          ROOSTER                                   *","Top Gun: Maverick"
"8748","                What’s that mean?                                   *","Top Gun: Maverick"
"8749","","Top Gun: Maverick"
"8750","                          MAVERICK                                  *","Top Gun: Maverick"
"8751","                I have no idea.                                     *","Top Gun: Maverick"
"8752","","Top Gun: Maverick"
"8753","      The pilot signals something else.                             *","Top Gun: Maverick"
"8754","","Top Gun: Maverick"
"8755","                          ROOSTER                                   *","Top Gun: Maverick"
"8756","                What’s that?                                        *","Top Gun: Maverick"
"8757","","Top Gun: Maverick"
"8758","                          MAVERICK                                  *","Top Gun: Maverick"
"8759","                Nope. I don’t know what that one is                 *","Top Gun: Maverick"
"8760","                either.                                             *","Top Gun: Maverick"
"8761","","Top Gun: Maverick"
"8762","      Rooster watches the second plane drop back.                   *","Top Gun: Maverick"
"8763","","Top Gun: Maverick"
"8764","                          ROOSTER                                   *","Top Gun: Maverick"
"8765","                His wingman is moving into a                        *","Top Gun: Maverick"
"8766","                weapon’s envelope.                                  *","Top Gun: Maverick"
"8767","","Top Gun: Maverick"
"8768","                          MAVERICK                                  *","Top Gun: Maverick"
"8769","                If anything happens, grab those                     *","Top Gun: Maverick"
"8770","                rings above your head. You see                      *","Top Gun: Maverick"
"8771","                them? That’s the ejection handle.                   *","Top Gun: Maverick"
"8772","","Top Gun: Maverick"
"8773","                          ROOSTER                                   *","Top Gun: Maverick"
"8774","                Bull. Shit. The chutes in this                      *","Top Gun: Maverick"
"8775","                thing were probably packed in the                   *","Top Gun: Maverick"
"8776","                late eighties.                                      *","Top Gun: Maverick"
"8777","","Top Gun: Maverick"
"8778","                          MAVERICK                                  *","Top Gun: Maverick"
"8779","                You have a point.                                   *","Top Gun: Maverick"
"8780","                   (alt)                                            *","Top Gun: Maverick"
"8781","                Good point.                                         *","Top Gun: Maverick"
"8782","","Top Gun: Maverick"
"8783","                          ROOSTER                                   *","Top Gun: Maverick"
"8784","                How fast is this thing?                             *","Top Gun: Maverick"
"8785","","Top Gun: Maverick"
"8786","                             MAVERICK                               *","Top Gun: Maverick"
"8787","                Very fast.                                          *","Top Gun: Maverick"
"8788","","Top Gun: Maverick"
"8789","                          ROOSTER                                   *","Top Gun: Maverick"
"8790","                We’re ten minutes from the carrier.                 *","Top Gun: Maverick"
"8791","                Can we outrun these guys?                           *","Top Gun: Maverick"
"8792","","Top Gun: Maverick"
"8793","                          MAVERICK                                  *","Top Gun: Maverick"
"8794","                We can’t outrun missiles and guns.                  *","Top Gun: Maverick"
"8795","                   (alt)                                            *","Top Gun: Maverick"
"8796","                We can’t outrun missiles and                        *","Top Gun: Maverick"
