"","line","movie"
"14655","him one last time.                                                *","Dune"
"14656","                        Salmon Rev. (06/19/2020)              24.","Dune"
"14657","","Dune"
"14658","","Dune"
"14659","                         JESSICA                                     *","Dune"
"14660","               Paul, please.                                         *","Dune"
"14661","                   (then, intensely)                                 *","Dune"
"14662","               Remember your training.                               *","Dune"
"14663","","Dune"
"14664","     With that, she OPENS the door to:                               *","Dune"
"14665","","Dune"
"14666","","Dune"
"14667","10   INT. LIBRARY - NIGHT                                       10","Dune"
"14668","","Dune"
"14669","     Jessica leads Paul into the library -- wooden shelves heavy","Dune"
"14670","     with ancient books. Suspensor lights hover in the gloom.","Dune"
"14671","","Dune"
"14672","     Paul is mystified about the purpose of this midnight","Dune"
"14673","     awakening.","Dune"
"14674","","Dune"
"14675","     He finds the REVEREND MOTHER MOHIAM, waiting for them. She","Dune"
"14676","     sits in a heavy wooden chair, her aged face ghostly against","Dune"
"14677","     her black cloak. Her eyes glitter as she studies him.","Dune"
"14678","","Dune"
"14679","     Jessica curtsies to the old woman. Paul is astonished by this","Dune"
"14680","     meekness in his mother. He studies the Reverend Mother.","Dune"
"14681","","Dune"
"14682","     She takes the measure of him in turn. His stance. His stare.","Dune"
"14683","","Dune"
"14684","                         REVEREND MOTHER MOHIAM","Dune"
"14685","               Defiance in the eyes. Like his","Dune"
"14686","               father.","Dune"
"14687","                   (to Jessica)","Dune"
"14688","               Leave us.","Dune"
"14689","","Dune"
"14690","     Jessica turns to go, reluctantly. She pauses by Paul.","Dune"
"14691","","Dune"
"14692","                         JESSICA","Dune"
"14693","               You must do everything the Reverend","Dune"
"14694","               Mother tells you.","Dune"
"14695","","Dune"
"14696","     She hurries out. Paul glares at the Reverend Mother.","Dune"
"14697","","Dune"
"14698","                         PAUL","Dune"
"14699","               You dismiss my mother in her own","Dune"
"14700","               house.","Dune"
"14701","","Dune"
"14702","                            REVEREND MOTHER MOHIAM","Dune"
"14703","               COME HERE.","Dune"
"14704","","Dune"
"14705","     The command cracks like a whip, her voice suddenly more than","Dune"
"14706","     human. Compelling obedience irresistibly. This is THE VOICE.","Dune"
"14707","     Paul crosses the room to her, helpless to resist. Shaken.","Dune"
"14708","","Dune"
"14709","                            REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14710","               KNEEL.","Dune"
"14711","                   Salmon Rev. (06/19/2020)               25.","Dune"
"14712","","Dune"
"14713","","Dune"
"14714","Paul fights to remain on his feet -- but he cannot resist the","Dune"
"14715","command. He goes to his knees before the old woman.","Dune"
"14716","","Dune"
"14717","                    PAUL                                        *","Dune"
"14718","          How dare you use the Voice on me?                     *","Dune"
"14719","","Dune"
"14720","She lifts a green metal cube, six inches tall, from the folds","Dune"
"14721","of her robes. Sets it on the arm of her chair. One side opens","Dune"
"14722","into a black interior which no light can illuminate.","Dune"
"14723","","Dune"
"14724","                    REVEREND MOTHER MOHIAM","Dune"
"14725","          Put your right hand in the box.","Dune"
"14726","","Dune"
"14727","She speaks in an ordinary voice now. Paul doesn’t comply.","Dune"
"14728","","Dune"
"14729","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14730","          Your mother bade you obey me.","Dune"
"14731","","Dune"
"14732","The invocation of his mother moves him. Reluctantly Paul puts","Dune"
"14733","his hand in the box.","Dune"
"14734","","Dune"
"14735","The old woman leans forward, placing her hand beside Paul’s","Dune"
"14736","neck. A glint of metal. He starts to turn his head --","Dune"
"14737","","Dune"
"14738","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14739","          STOP.","Dune"
"14740","","Dune"
"14741","He freezes. Breathing hard. We see a long gleaming NEEDLE,","Dune"
"14742","rock-steady in the old woman’s hand. Almost touching him.","Dune"
"14743","","Dune"
"14744","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14745","          I hold at your neck the gom jabbar.","Dune"
"14746","          A poison needle. Instant death.","Dune"
"14747","          This test is simple. Remove your","Dune"
"14748","          hand from the box, and you die.","Dune"
"14749","","Dune"
"14750","                    PAUL","Dune"
"14751","          What’s in the box?","Dune"
"14752","","Dune"
"14753","                    REVEREND MOTHER MOHIAM","Dune"
"14754","          Pain.","Dune"
"14755","","Dune"
"14756","Paul stares at her incredulously. This is madness.","Dune"
"14757","","Dune"
"14758","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14759","          No need to call the guards. Your","Dune"
"14760","          mother stands outside that door.","Dune"
"14761","","Dune"
"14762","","Dune"
"14763","OUTSIDE THE DOOR","Dune"
"14764","","Dune"
"14765","Jessica stands with her back to the door like a sentry.","Dune"
"14766","                                                        26.","Dune"
"14767","","Dune"
"14768","","Dune"
"14769","                    REVEREND MOTHER MOHIAM (V.O.)","Dune"
"14770","          No one will get past her.","Dune"
"14771","","Dune"
"14772","Jessica’s face is taut with terror. Her son’s life hangs in","Dune"
"14773","the balance. She begins to whisper the Litany against Fear:","Dune"
"14774","","Dune"
"14775","                    JESSICA","Dune"
"14776","          I must not fear. Fear is the mind-","Dune"
"14777","          killer. Fear is the little death","Dune"
"14778","          that brings obliteration.","Dune"
"14779","","Dune"
"14780","","Dune"
"14781","IN THE LIBRARY","Dune"
"14782","","Dune"
"14783","Paul stares at the Reverend Mother apprehensively. And","Dune"
"14784","suddenly he feels it: a tingling sensation in his fingers","Dune"
"14785","that makes his breath catch. He hisses in pain.","Dune"
"14786","","Dune"
"14787","                    PAUL","Dune"
"14788","          Why are you doing this?","Dune"
"14789","","Dune"
"14790","                    REVEREND MOTHER MOHIAM","Dune"
"14791","          An animal caught in a trap will","Dune"
"14792","          gnaw off its own leg to escape.","Dune"
"14793","          What will you do?","Dune"
"14794","","Dune"
"14795","","Dune"
"14796","OUTSIDE THE DOOR","Dune"
"14797","","Dune"
"14798","Jessica’s voice shakes as she whispers the Litany.","Dune"
"14799","","Dune"
"14800","                    JESSICA","Dune"
"14801","          I will face my fear. I will permit","Dune"
"14802","          it to pass over me and through me.","Dune"
"14803","","Dune"
"14804","","Dune"
"14805","IN THE LIBRARY","Dune"
"14806","","Dune"
"14807","Sweat beads on Paul’s forehead as the pain grows into agony.","Dune"
"14808","He moans through clenched teeth. His left hand balled into a","Dune"
"14809","white-knuckled fist, his arm trembling. Pain!","Dune"
"14810","","Dune"
"14811","","Dune"
"14812","OUTSIDE THE DOOR","Dune"
"14813","","Dune"
"14814","Jessica closes her eyes.","Dune"
"14815","","Dune"
"14816","                    JESSICA (CONT'D)","Dune"
"14817","          And when it has gone past I will","Dune"
"14818","          turn the inner eye to see its path.","Dune"
"14819","                                                           27.","Dune"
"14820","","Dune"
"14821","","Dune"
"14822","IN THE LIBRARY","Dune"
"14823","","Dune"
"14824","Paul trembles. The gom jabbar glints against his neck. The","Dune"
"14825","Reverend Mother’s eyes burn into him. He is panting.","Dune"
"14826","","Dune"
"14827","INSERT: Paul’s hand inside the box. Like a hand in a bonfire.","Dune"
"14828","The skin blackening. Splitting.","Dune"
"14829","","Dune"
"14830","Paul CRIES OUT involuntarily. The Reverend Mother hisses:","Dune"
"14831","","Dune"
"14832","                     REVEREND MOTHER MOHIAM","Dune"
"14833","          Silence!","Dune"
"14834","","Dune"
"14835","","Dune"
"14836","OUTSIDE THE DOOR","Dune"
"14837","","Dune"
"14838","Jessica’s voice rises --","Dune"
"14839","","Dune"
"14840","                    JESSICA","Dune"
"14841","          Where the fear has gone there will","Dune"
"14842","          be nothing!","Dune"
"14843","","Dune"
"14844","","Dune"
"14845","IN THE LIBRARY","Dune"
"14846","","Dune"
"14847","Paul shudders in excruciating pain. Locking eyes with the old","Dune"
"14848","Reverend Mother. At the very edge of his endurance.","Dune"
"14849","","Dune"
"14850","INSERT: Paul’s hand. Crisp flesh falling from charred bones.","Dune"
"14851","","Dune"
"14852","Paul shuts his eyes. His mouth opens in a silent scream.","Dune"
"14853","","Dune"
"14854","                     REVEREND MOTHER MOHIAM","Dune"
"14855","          Enough!","Dune"
"14856","","Dune"
"14857","The pain cuts off at once. Paul’s eyes snap open with a gasp.","Dune"
"14858","","Dune"
"14859","","Dune"
"14860","OUTSIDE THE DOOR","Dune"
"14861","","Dune"
"14862","Jessica opens her eyes.","Dune"
"14863","","Dune"
"14864","                    JESSICA","Dune"
"14865","          Only I will remain.","Dune"
"14866","","Dune"
"14867","","Dune"
"14868","IN THE LIBRARY","Dune"
"14869","","Dune"
"14870","The Reverend Mother stares at Paul as he gasps in relief:","Dune"
"14871","sweaty, breathing hard.","Dune"
"14872","","Dune"
"14873","                    REVEREND MOTHER MOHIAM","Dune"
"14874","          No woman-child ever withstood so","Dune"
"14875","          much. I must’ve wanted you to fail.","Dune"
"14876","                    (MORE)","Dune"
"14877","                     Salmon Rev. (06/19/2020)             28.","Dune"
"14878","","Dune"
"14879","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14880","          Take your hand from the box, boy,","Dune"
"14881","          and look at it.","Dune"
"14882","","Dune"
"14883","Reluctantly Paul complies -- sure he will see a ruined stump.","Dune"
"14884","But his hand is unmarked. He wiggles his fingers, amazed.","Dune"
"14885","","Dune"
"14886","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14887","          Pain by nerve induction.","Dune"
"14888","","Dune"
"14889","He stares at her, his curiosity overriding his anger. The","Dune"
"14890","Reverend Mother smiles, concealing the box in her robes.","Dune"
"14891","","Dune"
"14892","                    REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14893","          Like sifting sand through a screen.","Dune"
"14894","          We sift people. If you were unable","Dune"
"14895","          to control your impulses, like an","Dune"
"14896","          animal -- we could not let you","Dune"
"14897","          live. You inherit too much power.","Dune"
"14898","","Dune"
"14899","                    PAUL","Dune"
"14900","          Because I’m a Duke’s son?","Dune"
"14901","","Dune"
"14902","                    REVEREND MOTHER MOHIAM","Dune"
"14903","          Because you are Jessica’s son.","Dune"
"14904","          You have more than one birthright,","Dune"
"14905","          boy. You’ve proven you can rule","Dune"
"14906","          yourself. Now you must learn to","Dune"
"14907","          rule others. It’s something none of","Dune"
"14908","          your ancestors learned.","Dune"
"14909","","Dune"
"14910","                    PAUL","Dune"
"14911","          My father rules an entire planet.","Dune"
"14912","","Dune"
"14913","                    REVEREND MOTHER MOHIAM","Dune"
"14914","          He’s losing it.","Dune"
"14915","","Dune"
"14916","                    PAUL","Dune"
"14917","          He’s getting a richer planet!","Dune"
"14918","","Dune"
"14919","                       REVEREND MOTHER MOHIAM                   *","Dune"
"14920","          We’ll see.                                            *","Dune"
"14921","","Dune"
"14922","Paul stares at her, disconcerted. What does she mean?","Dune"
"14923","","Dune"
"14924","","Dune"
"14925","OUTSIDE THE DOOR","Dune"
"14926","","Dune"
"14927","Jessica stands rigid, serene. Waiting.","Dune"
"14928","","Dune"
"14929","                       REVEREND MOTHER MOHIAM (O.S.) (CONT'D)","Dune"
"14930","          Jessica!","Dune"
"14931","","Dune"
"14932","Jessica goes in, fear on her face. At the sight of Paul, her","Dune"
"14933","face floods with relief.","Dune"
"14934","                       Salmon Rev. (06/19/2020)                29.","Dune"
"14935","","Dune"
"14936","","Dune"
"14937","                         REVEREND MOTHER MOHIAM (CONT'D)","Dune"
"14938","               Your mother was tested thus, when","Dune"
"14939","               she was your age.","Dune"
"14940","","Dune"
"14941","     Paul feels his mother’s presence behind him.","Dune"
"14942","","Dune"
"14943","                         REVEREND MOTHER MOHIAM     (CONT'D)","Dune"
"14944","               Tell me about these dreams.","Dune"
"14945","","Dune"
"14946","     Paul hesitates. This old woman knows all his secrets.","Dune"
"14947","","Dune"
"14948","                         PAUL","Dune"
"14949","               I had one tonight.","Dune"
"14950","","Dune"
"14951","                         REVEREND MOTHER MOHIAM","Dune"
"14952","               What did you see?","Dune"
"14953","","Dune"
"14954","     INSERT: The luminous face of the girl from his dreams.","Dune"
"14955","","Dune"
"14956","                         PAUL","Dune"
"14957","               A girl. On Arrakis.","Dune"
"14958","","Dune"
"14959","                         REVEREND MOTHER MOHIAM","Dune"
"14960","               Have you dreamt of her before?","Dune"
"14961","","Dune"
"14962","                         PAUL","Dune"
"14963","               Many times.","Dune"
"14964","","Dune"
"14965","                         REVEREND MOTHER MOHIAM","Dune"
"14966","               Do you dream things that happen","Dune"
"14967","               just as you dreamed them?","Dune"
"14968","","Dune"
"14969","                          PAUL","Dune"
"14970","               Not exactly.                                            *","Dune"
"14971","                   (ALT:)                                              *","Dune"
"14972","               Sometimes.                                              *","Dune"
"14973","","Dune"
"14974","     The Reverend Mother stands, looks up at Paul with glinting","Dune"
"14975","     eyes.","Dune"
"14976","","Dune"
"14977","                         REVEREND MOTHER MOHIAM","Dune"
"14978","               Goodbye, young human. I hope you","Dune"
"14979","               live.","Dune"
"14980","","Dune"
"14981","     She leaves, followed by Jessica. We stay with Paul.","Dune"
"14982","","Dune"
"14983","","Dune"
"14984","11   EXT. CASTLE CALADAN - TERRACE LANDING PAD - NIGHT            11","Dune"
"14985","","Dune"
"14986","     Jessica walks Reverend Mother back to her ship in the fog.        *","Dune"
"14987","     Her fear and relief have given way to cold anger.                 *","Dune"
"14988","","Dune"
"14989","                         JESSICA                                       *","Dune"
"14990","               Was this necessary?                                     *","Dune"
"14991","                  Salmon Rev. (06/19/2020)              30.","Dune"
"14992","","Dune"
"14993","","Dune"
"14994","                    REVEREND MOTHER MOHIAM                      *","Dune"
"14995","          You chose to train him in the Way,                    *","Dune"
"14996","          in defiance of our rule. He wields                    *","Dune"
"14997","          our power: he had to be tested.                       *","Dune"
"14998","              (wearily)                                         *","Dune"
"14999","          So much potential, wasted in a                        *","Dune"
"15000","          male. You were told to bear only                      *","Dune"
"15001","          daughters! But you in your pride                      *","Dune"
"15002","          thought you could bring forth the                     *","Dune"
"15003","          Kwisatz Haderach.                                     *","Dune"
"15004","","Dune"
"15005","                    JESSICA                                     *","Dune"
"15006","              (with a touch of fire)                            *","Dune"
"15007","          Was I wrong?                                          *","Dune"
"15008","","Dune"
"15009","                    REVEREND MOTHER MOHIAM                      *","Dune"
"15010","              (with matching heat)                              *","Dune"
"15011","          You’re lucky he didn’t die in that                    *","Dune"
"15012","          room.                                                 *","Dune"
"15013","              (more quietly)                                    *","Dune"
"15014","          If he is the One, he has a long way                   *","Dune"
"15015","          to go. His Sight is barely                            *","Dune"
"15016","          awakened. And now he goes into the                    *","Dune"
"15017","          fire. But our plans are measured in                   *","Dune"
"15018","          centuries: we have other prospects,                   *","Dune"
"15019","          if he fails his promise.                              *","Dune"
"15020","","Dune"
"15021","Her words drain the defiance from Jessica’s eyes.               *","Dune"
"15022","","Dune"
"15023","                    JESSICA                                     *","Dune"
"15024","          Do you see so little hope?                            *","Dune"
"15025","","Dune"
"15026","Mohiam also softens: a hint of compassion in her stony face.    *","Dune"
"15027","","Dune"
"15028","                    REVEREND MOTHER MOHIAM                      *","Dune"
"15029","          On Arrakis, we have done all we can                   *","Dune"
"15030","          for you. A path has been laid.                        *","Dune"
"15031","          Let’s hope he doesn’t squander it.                    *","Dune"
"15032","","Dune"
"15033","","Dune"
"15034","MOMENTS LATER","Dune"
"15035","","Dune"
"15036","Jessica stands in the fog in her hooded cloak, watching the","Dune"
"15037","shuttle lift off. Drops sheet off the ovoid spacecraft and","Dune"
"15038","dance in the floodlights. The ship rises into the clouds.","Dune"
"15039","","Dune"
"15040","Jessica turns to walk back inside -- and finds Paul standing","Dune"
"15041","behind her, a ghost in the fog. Staring at her. They face","Dune"
"15042","each other uncertainly, ten feet of empty space between them.","Dune"
"15043","","Dune"
"15044","Jessica throws back her hood.","Dune"
"15045","","Dune"
"15046","                    JESSICA                                     *","Dune"
"15047","          Paul. I’m so sorry.                                   *","Dune"
"15048","                  Salmon Rev. (06/19/2020)                 31.","Dune"
"15049","","Dune"
"15050","","Dune"
"15051","                    PAUL                                         *","Dune"
"15052","          I could have died.                                     *","Dune"
"15053","","Dune"
"15054","                    JESSICA                                      *","Dune"
"15055","          I know. It’s a terrible ordeal.                        *","Dune"
"15056","          But there are reasons...                               *","Dune"
"15057","","Dune"
"15058","                    PAUL                                         *","Dune"
"15059","          What does it mean? That I could be                     *","Dune"
"15060","          the One?                                               *","Dune"
"15061","","Dune"
"15062","She stares at him. Caught off-guard.                             *","Dune"
"15063","","Dune"
"15064","                       JESSICA                                   *","Dune"
"15065","          You heard.                                             *","Dune"
"15066","","Dune"
"15067","She swallows hard and chooses truth.                             *","Dune"
"15068","","Dune"
"15069","                    JESSICA (CONT'D)                             *","Dune"
"15070","          The Bene Gesserit serve as powerful                    *","Dune"
"15071","          partners to the Great Houses, but                      *","Dune"
"15072","          there’s more to it.                                    *","Dune"
"15073","","Dune"
"15074","                    PAUL                                         *","Dune"
"15075","          You steer the politics of the                          *","Dune"
"15076","          Imperium from the shadows. I know.                     *","Dune"
"15077","","Dune"
"15078","She blinks at that. He sees so much! But she presses on:         *","Dune"
"15079","","Dune"
"15080","                    JESSICA                                      *","Dune"
"15081","          You don’t know everything. For                         *","Dune"
"15082","          thousands of years, we’ve been                         *","Dune"
"15083","          carefully crossing bloodlines to                       *","Dune"
"15084","          bring forth...                                         *","Dune"
"15085","","Dune"
"15086","                    PAUL                                         *","Dune"
"15087","              (in disbelief)                                     *","Dune"
"15088","          ...the One?                                            *","Dune"
"15089","","Dune"
"15090","                    JESSICA                                      *","Dune"
"15091","              (nodding)                                          *","Dune"
"15092","          A mind powerful enough to bridge                       *","Dune"
"15093","          space and time. Past and future...                     *","Dune"
"15094","          who can help lead us into a better                     *","Dune"
"15095","          future. We think he’s very close                       *","Dune"
"15096","          now. Some believe he’s here.                           *","Dune"
"15097","","Dune"
"15098","Paul is stunned. He looks around, seeing every part of his       *","Dune"
"15099","life in a new, bewildering light. His mother suddenly a          *","Dune"
"15100","strange, alien presence.                                         *","Dune"
"15101","                             Buff Rev. (05/24/20)                 32.","Dune"
"15102","","Dune"
"15103","","Dune"
"15104","                           PAUL","Dune"
"15105","                 All part of a plan.","Dune"
"15106","                     (long beat)","Dune"
"15107","                 Do you... love my father?","Dune"
"15108","","Dune"
"15109","                             JESSICA","Dune"
"15110","                 Yes!","Dune"
"15111","","Dune"
"15112","       He hesitates to ask the next question, looking very young.","Dune"
"15113","       Jessica’s face crumples.","Dune"
"15114","","Dune"
"15115","                             JESSICA (CONT'D)","Dune"
"15116","                 Oh, Paul.","Dune"
"15117","","Dune"
"15118","       She strides across the space between them and throws her arms","Dune"
"15119","       around him. They cling to each other in the downpour. On","Dune"
"15120","       Paul. On Jessica.","Dune"
"15121","","Dune"
"15122","","Dune"
"15123","11A    EXT. CALADAN CASTLE - MORNING                               11A","Dune"
"15124","","Dune"
"15125","       The Caladan Castle above the ocean in the morning light.","Dune"
"15126","","Dune"
"15127","       The flag of the ATREIDES family in the wind is being removed.","Dune"
"15128","","Dune"
"15129","","Dune"
"15130","","Dune"
"15131","22aA   INT. GREAT HALL - DAY                                      22aA","Dune"
"15132","","Dune"
"15133","       Servants lower a mounted bull’s head into a case. Leto and","Dune"
"15134","       Jessica look on. Around them, the castle stands cavernous and","Dune"
"15135","       empty.","Dune"
"15136","","Dune"
"15137","       Paul close behind, observes his mother.","Dune"
"15138","","Dune"
"15139","       Servants come to say goodbye, weeping and embracing them. The","Dune"
"15140","       Atreides are beloved: their household is a family. Jessica","Dune"
"15141","       tears up. Leto comforts her.","Dune"
"15142","","Dune"
"15143","       Paul joins them.","Dune"
"15144","","Dune"
"15145","       The bull head’s case is being closed.","Dune"
"15146","","Dune"
"15147","","Dune"
"15148","22A    EXT. CALADAN’S SHORE - SUNSET                               22A","Dune"
"15149","","Dune"
"15150","       Paul stands on a windy beach. Huge waves crashing on the","Dune"
"15151","       shore. He looks up:","Dune"
"15152","","Dune"
"15153","       A huge cargo ship takes off: the Atreides fleet taking leave","Dune"
"15154","       of its homeworld. Wind plucks at Paul’s clothing as another","Dune"
"15155","       ship rises off the ground.","Dune"
"15156","","Dune"
"15157","       Paul takes a knee to curl his fingers into the water.","Dune"
"15158","                                                                33.","Dune"
"15159","","Dune"
"15160","","Dune"
"15161","     He looks out across the sea at the sun sinking below the","Dune"
"15162","     horizon. His last sunset in the land of his birth.","Dune"
"15163","","Dune"
"15164","                                                 MATCH CUT TO:","Dune"
"15165","","Dune"
"15166","","Dune"
"15167","24   EXT. ARRAKIS - DEEP DESERT - DAWN                            24","Dune"
"15168","","Dune"
"15169","     SUPER: ARRAKIS","Dune"
"15170","","Dune"
"15171","     A bright star crosses the sky: a distant spacecraft.","Dune"
"15172","","Dune"
"15173","     A MAN crosses the dune sea -- walking strangely, in broken,","Dune"
"15174","     erratic strides. He wears a close-fitting STILLSUIT to","Dune"
"15175","     protect him from this lethal landscape.","Dune"
"15176","","Dune"
"15177","     He is walking toward a massive rock formation that looks like","Dune"
"15178","     the back of some gigantic elephant.","Dune"
"15179","","Dune"
"15180","     In the rock’s shadows, THREE SILHOUETTES are waiting for him:","Dune"
"15181","     FREMEN in stillsuits.","Dune"
"15182","","Dune"
"15183","     The man throws off the mask of his stillsuit, revealing a","Dune"
"15184","     fierce dark beard. This is STILGAR, 45, master of the desert","Dune"
"15185","     and a leader among the Fremen.","Dune"
"15186","","Dune"
"15187","     High above, he sees the Guild Heighliner in orbit -- pale in","Dune"
"15188","     the dark blue sky, like another moon. As he watches, the","Dune"
"15189","     ships of the Atreides fleet begin to emerge.","Dune"
"15190","","Dune"
"15191","                         STILGAR","Dune"
"15192","               So. He has come.","Dune"
"15193","","Dune"
"15194","","Dune"
"15195","25   EXT. ARRAKEEN LANDING - DAY                                  25","Dune"
"15196","","Dune"
"15197","     A sprawling spaceport: miles of concrete landing pads and","Dune"
"15198","     cavernous hangars. There are spaceships large and small, and","Dune"
"15199","     ORNITHOPTERS: aircraft that beat their wings like insects.","Dune"
"15200","","Dune"
"15201","     The Atreides flagship touches down. The largest ship in view.","Dune"
"15202","","Dune"
"15203","     On the perimeter of the field, Arrakeen natives have turned","Dune"
"15204","     out to watch the Atreides arrive: thousands of people outside","Dune"
"15205","     the barricades, huddling in the shade of the fences.","Dune"
"15206","","Dune"
"15207","","Dune"
"15208","26   INT. ATREIDES FLAGSHIP - BOARDING RAMP                       26","Dune"
"15209","","Dune"
"15210","     Flanked by bodyguards in combat armor, Leto, Jessica, Paul,","Dune"
"15211","     and Gurney stand in darkness in the ship’s landing bay.","Dune"
"15212","     Waiting for the gangway to open. An ATREIDES OFFICER,","Dune"
"15213","     LANVILLE, gives an order to the guards.","Dune"
"15214","                                                                34.","Dune"
"15215","","Dune"
"15216","","Dune"
"15217","                          LANVILLE","Dune"
"15218","               Shield.","Dune"
"15219","","Dune"
"15220","     The guards activate their individual shields.","Dune"
"15221","","Dune"
"15222","     In the shadows, Jessica reaches for Leto’s hand. He squeezes","Dune"
"15223","     her hand in his. Gives her a little smile.","Dune"
"15224","","Dune"
"15225","     A seam of light opens. The gangway lowering to the tarmac.","Dune"
"15226","","Dune"
"15227","     They squint in the sunlight. Gasp at the blast-furnace air.","Dune"
"15228","     Heat ripples off the pavement. Dust eddies around their feet.","Dune"
"15229","","Dune"
"15230","                         GURNEY","Dune"
"15231","               “My lungs taste the air of Time,","Dune"
"15232","               Blown past falling sand...”","Dune"
"15233","","Dune"
"15234","     Paul stares into the blazing day. A new world before him.","Dune"
"15235","","Dune"
"15236","     An ATREIDES BAGPIPE PLAYER exits the ship, under the sun","Dune"
"15237","     blaze, playing a brief tune, like some call. He stops.","Dune"
"15238","","Dune"
"15239","","Dune"
"15240","27   EXT. LANDING FIELD                                           27","Dune"
"15241","","Dune"
"15242","     Dozen of other bagpipes can be heard in the distance,","Dune"
"15243","     answering to the lonely player. Nearby, the Atreides legions","Dune"
"15244","     are marching out of troop carriers and forming up. An","Dune"
"15245","     impressive force in combat gear: light armor, helmets, swords","Dune"
"15246","     and daggers.","Dune"
"15247","","Dune"
"15248","     Engulfed by dust, a familiar silhouette welcomes them, Thufir","Dune"
"15249","     Hawat. He smiles as Paul steps forward to clasp his forearms","Dune"
"15250","     fondly.","Dune"
"15251","","Dune"
"15252","                         PAUL","Dune"
"15253","               Thufir Hawat.","Dune"
"15254","","Dune"
"15255","                         HAWAT","Dune"
"15256","               Young master! How does it feel to","Dune"
"15257","               walk on another world?","Dune"
"15258","","Dune"
"15259","                         PAUL","Dune"
"15260","               I’m excited to say the least!","Dune"
"15261","","Dune"
"15262","     Hawat hugs Paul. Bows to Jessica. Clasps forearms with Leto.","Dune"
"15263","","Dune"
"15264","                         LETO","Dune"
"15265","               How are you, old friend?","Dune"
"15266","","Dune"
"15267","                         HAWAT","Dune"
"15268","               My Lord, my advance team has","Dune"
"15269","               secured the city. We’re still","Dune"
"15270","               smoothing out a few rough spots.","Dune"
"15271","                                                                 35.","Dune"
"15272","","Dune"
"15273","","Dune"
"15274","      Across the wide tarmac rippling with heat, the CROWD stands","Dune"
"15275","      watching, in hooded cloaks and dusty masks of a dozen","Dune"
"15276","      designs. Alien and strange. Worlds away from the elegant","Dune"
"15277","      Atreides in their pristine uniforms.","Dune"
"15278","","Dune"
"15279","","Dune"
"15280","28    ORNITHOPTER PAD                                              28","Dune"
"15281","","Dune"
"15282","      Hawat leads Paul and Jessica toward Duke Leto’s personal","Dune"
"15283","      ornithopter: a craft both luxurious and powerful.","Dune"
"15284","","Dune"
"15285","      As Paul and Jessica step out of the shadow of the flagship, a","Dune"
"15286","      CHEER goes up from the throng outside the fences.","Dune"
"15287","","Dune"
"15288","                          HAWAT","Dune"
"15289","                Don’t be fooled by the welcome.","Dune"
"15290","                They follow their old masters’","Dune"
"15291","                rules. Mandatory attendance.","Dune"
"15292","                That’s Harkonnen love out there.","Dune"
"15293","","Dune"
"15294","      Some of the crowed point at Jessica and Paul -- shouting with","Dune"
"15295","      religious fervor. Lisan al-Gaib! Lisan al-Gaib! Paul frowns.","Dune"
"15296","","Dune"
"15297","","Dune"
"15298","28B   EXT. LANDING FIELD, BESIDE ATREIDES ARMY FRIGATES           28B","Dune"
"15299","","Dune"
"15300","      Leto and Gurney head toward the ATREIDES TROOPS, aligned","Dune"
"15301","      under the shadow of huge war frigates.","Dune"
"15302","","Dune"
"15303","      The Arrakeen crowd watches as one occupying army is exchanged","Dune"
"15304","      for another.","Dune"
"15305","","Dune"
"15306","      Leto walks past the Atreides soldiers, reviewing the ranks:","Dune"
"15307","      they stand ramrod-straight in the punishing heat. Their eyes","Dune"
"15308","      following Leto with total devotion.","Dune"
"15309","","Dune"
"15310","      Leto and Gurney greet the division commander, clasping arms","Dune"
"15311","      and smiling like brothers. Leto turns to look over the men.","Dune"
"15312","      An expectant hush hangs in the air. Gurney’s voice rings out:","Dune"
"15313","","Dune"
"15314","                            GURNEY","Dune"
"15315","                Atreides!","Dune"
"15316","","Dune"
"15317","      The troops respond with an exuberant cry, raising their fists","Dune"
"15318","      to the sky. Their massed voices echo from the distant cliffs.","Dune"
"15319","","Dune"
"15320","      Powerful horns resonate from the top of the frigates,","Dune"
"15321","      mistreating everybody’s ear-drums.","Dune"
"15322","","Dune"
"15323","      Here is a mighty military machine. A new power on Arrakis.","Dune"
"15324","                       Salmon Rev. (06/19/2020)              36.","Dune"
"15325","","Dune"
"15326","","Dune"
"15327","29   INT. ORNITHOPTER - CONTINUOUS                             29","Dune"
"15328","","Dune"
"15329","     Hawat takes a seat beside the PILOT. Paul and Jessica sit in","Dune"
"15330","     back. As the engines spin up, Paul stares out at the crowd.","Dune"
"15331","","Dune"
"15332","                         PAUL                                        *","Dune"
"15333","               They were pointing at us. What are                    *","Dune"
"15334","               they shouting?                                        *","Dune"
"15335","","Dune"
"15336","                         JESSICA                                     *","Dune"
"15337","               Lisan al-Gaib. Voice from the Outer                   *","Dune"
"15338","               World. It’s their name for messiah.                   *","Dune"
"15339","","Dune"
"15340","     She speaks quietly, for Paul’s ears alone.                      *","Dune"
"15341","","Dune"
